nameDest,fraud_txn_count,fraud_amount,unique_senders
C1236804041,1,10000000.0,1
C1220405366,1,10000000.0,1
C120368346,1,10000000.0,1
C1201081149,1,10000000.0,1
C120055626,1,10000000.0,1
C1192036077,1,10000000.0,1
C1188014046,1,10000000.0,1
C1185086386,1,10000000.0,1
C1166671647,1,10000000.0,1
C1166027089,1,10000000.0,1
C1161159002,1,10000000.0,1
C1150932816,1,10000000.0,1
C1143448210,1,10000000.0,1
C1129582294,1,10000000.0,1
C1127889492,1,10000000.0,1
C1115935121,1,10000000.0,1
C1100933050,1,10000000.0,1
C1093911640,1,10000000.0,1
C1089455271,1,10000000.0,1
C1072055067,1,10000000.0,1
C106531078,1,10000000.0,1
C1056895901,1,10000000.0,1
C1054420449,1,10000000.0,1
C1042012237,1,10000000.0,1
C1037865562,1,10000000.0,1
C1036214683,1,10000000.0,1
C1036108574,1,10000000.0,1
C10331994,1,10000000.0,1
C103172881,1,10000000.0,1
C1023840891,1,10000000.0,1
C1023006881,1,10000000.0,1
C1021550383,1,10000000.0,1
C1012340770,1,10000000.0,1
C1010370571,1,10000000.0,1
C1000868784,1,10000000.0,1
C1319987164,1,9996886.64,1
C1318460385,1,9996886.64,1
C1895716929,1,9977761.05,1
C1214752539,1,9977761.05,1
C1532977706,1,9960382.4,1
C1108421533,1,9960382.4,1
C28783325,1,9887819.06,1
C2065423383,1,9887819.06,1
C381637925,1,9811104.49,1
C1459698370,1,9811104.49,1
C1830194909,1,9772559.35,1
C1176673721,1,9772559.35,1
C598263954,1,9749042.95,1
C1698433621,1,9749042.95,1
C775810552,1,9725837.08,1
C416165291,1,9725837.08,1
C486822956,1,9639524.7,1
C1975522590,1,9639524.7,1
C629818525,1,9639052.83,1
C1584664836,1,9639052.83,1
C457890781,1,9593838.63,1
C1508969508,1,9593838.63,1
C1109166882,1,9585040.37,1
C532377290,1,9468064.05,1
C1058427074,1,9468064.05,1
C1650562969,1,9465988.82,1
C1220805115,1,9465988.82,1
C970287333,1,9453680.72,1
C929797843,1,9453680.72,1
C919579772,1,9421856.87,1
C714177004,1,9421856.87,1
C2125071302,1,9345700.07,1
C1454683123,1,9345700.07,1
C754497050,1,9301213.46,1
C1918368485,1,9301213.46,1
C1614280501,1,9299230.13,1
C1049795740,1,9299230.13,1
C1985219083,1,9295454.24,1
C1920599052,1,9295454.24,1
C1405637035,1,9228514.1,1
C118210084,1,9228514.1,1
C601562346,1,9208368.83,1
C1153188048,1,9208368.83,1
C1741955070,1,9198459.96,1
C1187100670,1,9198459.96,1
C987041812,1,9168747.51,1
C1149132986,1,9168747.51,1
C413319813,1,9110884.44,1
C1633747285,1,9110884.44,1
C949247454,1,9097679.75,1
C1544056522,1,9097679.75,1
C779650292,1,9060955.18,1
C1674473954,1,9060955.18,1
C802151575,1,9039246.82,1
C306278286,1,9039246.82,1
C1997459124,1,9033760.73,1
C1708698454,1,9033760.73,1
C684493652,1,8994286.69,1
C1877082345,1,8994286.69,1
C1727929401,1,8991625.83,1
C1693955122,1,8991625.83,1
C2068912679,1,8980853.88,1
C1185320057,1,8980853.88,1
C602293403,1,8950011.46,1
C128292751,1,8950011.46,1
C754619416,1,8931607.89,1
C720836200,1,8931607.89,1
C977366743,1,8931550.69,1
C109294647,1,8931550.69,1
C585705042,1,8924971.59,1
C579440834,1,8924971.59,1
C1669818195,2,8848239.99,2
C61841056,1,8813323.11,1
C118248248,1,8813323.11,1
C897416477,1,8775594.43,1
C1694421805,1,8775594.43,1
C977281429,1,8752000.36,1
C1091532529,1,8752000.36,1
C1505080875,1,8730600.58,1
C150488099,1,8730600.58,1
C1801176562,1,8720558.46,1
C1571144443,1,8720558.46,1
C680858375,1,8607089.62,1
C333863007,1,8607089.62,1
C497430875,1,8594499.99,1
C161212060,1,8594499.99,1
C1420708952,1,8594065.09,1
C1231373551,1,8594065.09,1
C597537774,1,8589704.49,1
C111676219,1,8589704.49,1
C1454524635,1,8537861.24,1
C1092111599,1,8537861.24,1
C865601051,1,8536151.16,1
C2079215936,1,8536151.16,1
C863370612,1,8488865.83,1
C816064707,1,8488865.83,1
C870079370,1,8443528.7,1
C1970401163,1,8443528.7,1
C705444596,1,8332002.94,1
C397739299,1,8332002.94,1
C1917022253,1,8327328.27,1
C1652527413,1,8327328.27,1
C684635804,1,8317724.27,1
C1399946131,1,8317724.27,1
C2056964049,1,8286342.51,1
C2054992748,1,8286342.51,1
C2102473649,1,8276235.5,1
C1241281307,1,8276235.5,1
C825235440,1,8274020.94,1
C1223937106,1,8274020.94,1
C1601872168,1,8267760.5,1
C1246358574,1,8267760.5,1
C1929001854,1,8208916.0,1
C1664077486,1,8208916.0,1
C822476275,1,8186519.17,1
C1506576839,1,8186519.17,1
C1266336636,1,8142605.46,1
C118885392,1,8142605.46,1
C1629558772,1,8104557.88,1
C1434531714,1,8104557.88,1
C95956849,1,8097183.22,1
C1601626536,1,8097183.22,1
C916997353,1,8020192.15,1
C797209152,1,8020192.15,1
C894097120,1,8006429.04,1
C1857128616,1,8006429.04,1
C792397679,1,7983958.34,1
C440599856,1,7983958.34,1
C2012612648,1,7937954.2,1
C1124319645,1,7937954.2,1
C722948959,1,7809301.98,1
C1036604265,1,7809301.98,1
C181617125,1,7807640.17,1
C1348278201,1,7807640.17,1
C966109219,1,7788725.2,1
C955662088,1,7788725.2,1
C970433237,1,7782452.17,1
C332427023,1,7758036.72,1
C294714363,1,7758036.72,1
C733601841,1,7748802.0,1
C648423233,1,7748802.0,1
C61990291,1,7728992.56,1
C1966690861,1,7728992.56,1
C300915892,1,7703574.71,1
C1925673449,1,7703574.71,1
C646123724,1,7696836.35,1
C290559240,1,7696836.35,1
C383839277,1,7677120.59,1
C1266729216,1,7677120.59,1
C2113941945,1,7670038.08,1
C197131659,1,7670038.08,1
C233514651,1,7620549.14,1
C1128587638,1,7620549.14,1
C1668215397,1,7603589.38,1
C1495920841,1,7603589.38,1
C1810250799,1,7596886.83,1
C1781043707,1,7596886.83,1
C1709267320,1,7578130.45,1
C1230453143,1,7578130.45,1
C210740885,1,7576324.61,1
C1350236324,1,7576324.61,1
C96222488,1,7567170.36,1
C1599314459,1,7567170.36,1
C2018653161,1,7563536.91,1
C1297951488,1,7563536.91,1
C2117385631,1,7539165.76,1
C1744865437,1,7539165.76,1
C1942668370,1,7515624.63,1
C1501063702,1,7515624.63,1
C610130308,1,7513581.46,1
C342454180,1,7513581.46,1
C398541118,1,7484125.12,1
C1179262893,1,7484125.12,1
C2112303163,1,7482670.24,1
C13429851,1,7482670.24,1
C450403816,1,7476725.66,1
C1784013165,1,7476725.66,1
C161940442,1,7469051.14,1
C1129100193,1,7469051.14,1
C257701345,1,7454553.06,1
C1302887939,1,7454553.06,1
C520742045,1,7445820.78,1
C1332693814,1,7445820.78,1
C381971403,1,7442005.19,1
C1743049474,1,7442005.19,1
C1594525511,1,7435751.59,1
C1541661515,1,7435751.59,1
C849581392,1,7428844.46,1
C1331351284,1,7428844.46,1
C646426738,1,7418265.31,1
C1519402359,1,7418265.31,1
C750661088,1,7365106.76,1
C231660660,1,7365106.76,1
C734547406,1,7363709.23,1
C2069632802,1,7363709.23,1
C735323689,1,7335355.57,1
C542934513,1,7335355.57,1
C1861208726,1,7316255.05,1
C1981613973,2,7265501.67,2
C1928486758,1,7246962.16,1
C1384358824,1,7246962.16,1
C893411806,1,7240965.96,1
C362987320,1,7240965.96,1
C2122742965,1,7239986.95,1
C2083647720,1,7239986.95,1
C903355474,1,7218629.01,1
C1596412871,1,7218629.01,1
C931720815,1,7197532.27,1
C399465917,1,7197532.27,1
C252431988,1,7196174.56,1
C1901906276,1,7196174.56,1
C2025892351,1,7188425.25,1
C103010660,1,7188425.25,1
C475877892,1,7169129.94,1
C357180483,1,7169129.94,1
C830545754,1,7114590.07,1
C1107422385,1,7114590.07,1
C615611865,1,7109453.78,1
C1670108631,1,7109453.78,1
C73690456,1,7108914.22,1
C1835087777,1,7108914.22,1
C51144678,1,7078157.11,1
C2055520993,1,7078157.11,1
C951611415,1,7068115.67,1
C2111326031,1,7068115.67,1
C1366192319,2,7061799.65,2
C2116038737,1,7060216.94,1
C1379131960,1,7060216.94,1
C909312047,1,7044227.89,1
C2025262313,1,7044227.89,1
C2084611108,1,7041719.54,1
C1634584019,1,7041719.54,1
C898480186,1,6972164.97,1
C2126149202,1,6972164.97,1
C1926498951,1,6961359.11,1
C1018094825,1,6961359.11,1
C947645496,1,6910926.92,1
C50368712,1,6910926.92,1
C489344681,1,6870369.62,1
C1481177013,1,6870369.62,1
C948690681,1,6856104.02,1
C737162592,1,6856104.02,1
C1517275009,1,6721321.33,1
C150133143,1,6721321.33,1
C1968350430,1,6703831.4,1
C1056406503,1,6703831.4,1
C849791185,1,6695070.79,1
C1677888085,1,6695070.79,1
C52395788,1,6669495.34,1
C2065569880,1,6669495.34,1
C836514715,1,6648389.9,1
C674603923,1,6648389.9,1
C860816450,1,6647155.99,1
C1098443300,1,6647155.99,1
C1736990542,1,6646879.72,1
C1104022737,1,6646879.72,1
C377087678,1,6580427.81,1
C1530040429,1,6580427.81,1
C792804461,1,6575903.12,1
C1955341893,1,6575903.12,1
C733817123,1,6558087.93,1
C1361886731,1,6558087.93,1
C562081008,1,6546019.0,1
C1526183462,1,6546019.0,1
C653053938,1,6545346.16,1
C123543768,1,6545346.16,1
C1919442037,1,6513531.58,1
C1712764754,1,6513531.58,1
C944966910,1,6512846.44,1
C1064867457,1,6512846.44,1
C1721246847,1,6501303.14,1
C1581398768,1,6501303.14,1
C45760834,1,6501296.36,1
C1415278169,1,6501296.36,1
C322380690,1,6498297.7,1
C185710964,1,6498297.7,1
C1781740019,1,6484526.8,1
C1100722756,1,6484526.8,1
C63453823,1,6468916.64,1
C188203281,1,6468916.64,1
C1588106551,1,6426126.34,1
C1418025588,1,6426126.34,1
C191674614,1,6417789.09,1
C1104416444,1,6417789.09,1
C927202154,1,6392800.85,1
C2125497646,1,6392800.85,1
C1565876576,1,6377401.2,1
C1128848871,1,6377401.2,1
C1806524190,1,6370726.84,1
C1072409344,1,6370726.84,1
C794625601,1,6351930.74,1
C1396625273,1,6351930.74,1
C962858341,1,6324299.91,1
C653645882,1,6324299.91,1
C432858723,1,6322399.97,1
C2086292862,1,6322399.97,1
C1881841831,1,6311409.28,1
C1365125890,1,6311409.28,1
C938248377,1,6302888.93,1
C378717851,1,6302888.93,1
C874365535,1,6295010.28,1
C1846430620,1,6295010.28,1
C1905238884,1,6274752.67,1
C1746536582,1,6274752.67,1
C7990337,1,6273660.45,1
C133285167,1,6273660.45,1
C909346905,1,6262505.91,1
C1449704632,1,6262505.91,1
C693212579,1,6250438.78,1
C1717545219,1,6250438.78,1
C1577595866,1,6249265.86,1
C1260877050,1,6249265.86,1
C878792867,1,6219566.63,1
C432911682,1,6219566.63,1
C539837230,1,6199009.0,1
C1938522935,1,6199009.0,1
C1787596520,1,6188772.44,1
C1477641326,1,6188772.44,1
C2009346140,1,6188514.81,1
C1562904239,1,6188514.81,1
C392599315,1,6183238.55,1
C1058239852,1,6183238.55,1
C672136064,1,6174385.48,1
C1773172922,1,6174385.48,1
C237081413,1,6168077.6,1
C233644049,1,6168077.6,1
C655923955,1,6106149.52,1
C1290160681,1,6106149.52,1
C925862909,1,6063657.03,1
C326851918,1,6063657.03,1
C432052755,1,6038051.03,1
C110885488,1,6038051.03,1
C844027977,1,6029387.26,1
C785987087,1,6029387.26,1
C964377943,2,6014862.39,2
C2020321619,1,5999376.79,1
C1893331060,1,5999376.79,1
C579897687,1,5979556.06,1
C1414206737,1,5979556.06,1
C191560026,1,5963850.34,1
C1336813990,1,5963850.34,1
C1795644557,1,5952739.3,1
C1429463996,1,5952739.3,1
C516790131,1,5926745.36,1
C340123117,1,5926745.36,1
C2070535347,1,5912204.0,1
C1035435015,1,5912204.0,1
C461663138,1,5903457.39,1
C1395018529,1,5903457.39,1
C1697903765,1,5903046.38,1
C1667746886,1,5903046.38,1
C932447324,1,5838803.23,1
C963512696,1,5820137.62,1
C345070872,1,5820137.62,1
C1902984290,1,5818863.13,1
C152631073,1,5818863.13,1
C819604043,1,5807351.83,1
C258745277,1,5807351.83,1
C1664538299,1,5800988.12,1
C1228502814,1,5800988.12,1
C77532611,1,5777706.65,1
C1367015586,1,5777706.65,1
C96929934,1,5721871.91,1
C226077337,1,5721871.91,1
C1856760155,1,5715004.3,1
C1700925232,1,5715004.3,1
C5325998,1,5689516.13,1
C373225070,1,5689516.13,1
C1366804249,1,5674547.89,1
C1613929073,1,5658123.36,1
C127451235,1,5658123.36,1
C447486475,1,5656416.95,1
C1113984965,1,5656416.95,1
C477262059,1,5652739.69,1
C348655001,1,5652739.69,1
C1829458210,1,5618179.9,1
C1461831726,1,5618179.9,1
C1754723066,1,5614246.07,1
C1545277452,1,5614246.07,1
C578388393,1,5591647.96,1
C2080178799,1,5591647.96,1
C556373412,1,5591414.49,1
C1379652013,1,5591414.49,1
C291757564,1,5566368.02,1
C2096924215,1,5566368.02,1
C599233021,1,5521483.54,1
C1454031203,1,5521483.54,1
C439777309,1,5512595.16,1
C1068264990,1,5512595.16,1
C2025332798,1,5494862.93,1
C1174309480,1,5494862.93,1
C519182481,1,5489302.04,1
C346649476,1,5489302.04,1
C532968715,1,5477272.72,1
C1188145688,1,5477272.72,1
C542998030,1,5475018.52,1
C1034609594,1,5475018.52,1
C1584956712,1,5469910.99,1
C1048619563,1,5469910.99,1
C618348006,1,5464727.14,1
C1463443911,1,5464727.14,1
C1726301214,1,5460002.91,1
C1570256460,1,5460002.91,1
C423625625,1,5455965.86,1
C1734033789,1,5455965.86,1
C655461013,1,5429153.98,1
C1388180627,1,5429153.98,1
C686224839,1,5393290.34,1
C163718633,1,5393290.34,1
C882871292,1,5393228.23,1
C1258227821,1,5393228.23,1
C1774338708,1,5388834.64,1
C1440223571,1,5388834.64,1
C403495240,1,5363795.31,1
C1142866922,1,5363795.31,1
C747248533,1,5363594.86,1
C1701906322,1,5363594.86,1
C343563320,1,5338583.38,1
C280536388,1,5338583.38,1
C955190047,1,5338162.8,1
C866531579,1,5338162.8,1
C36485609,1,5274773.52,1
C222456417,1,5274773.52,1
C1906616566,1,5245375.3,1
C1873104472,1,5245375.3,1
C658898647,1,5239429.19,1
C1789156105,1,5239429.19,1
C203959811,1,5188875.35,1
C1264872013,1,5188875.35,1
C480756474,1,5175876.53,1
C1761260133,1,5175876.53,1
C1648449094,1,5166728.87,1
C1606899764,1,5166728.87,1
C190447545,1,5166393.44,1
C1655452584,1,5166393.44,1
C1742374536,1,5141769.94,1
C1312570862,1,5141769.94,1
C290920701,1,5131896.17,1
C1009747499,1,5131896.17,1
C775400277,1,5101855.95,1
C1674571647,1,5101855.95,1
C639339113,1,5096946.74,1
C408849314,1,5096946.74,1
C1995541082,1,5087422.03,1
C1859977645,1,5087422.03,1
C717479366,1,5052211.09,1
C232278551,1,5052211.09,1
C1139193095,1,5049594.33,1
C1039951237,1,5049594.33,1
C1704299654,1,5044147.53,1
C1566713324,1,5044147.53,1
C256790,1,5039827.29,1
C1454703841,1,5039827.29,1
C57938337,1,5032484.73,1
C1982874632,1,5032484.73,1
C1803198527,1,5021186.54,1
C1308026520,1,5021186.54,1
C1911342883,1,5016884.33,1
C1327214337,1,5016884.33,1
C489326905,1,4993938.87,1
C1577873680,1,4993938.87,1
C128372734,1,4961093.21,1
C1198859415,1,4961093.21,1
C1310890311,1,4961014.03,1
C1093087411,1,4961014.03,1
C639921569,1,4953893.08,1
C203170379,1,4919642.57,1
C1514738968,1,4919642.57,1
C1773365552,1,4900487.15,1
C1322611502,1,4900487.15,1
C497024597,1,4896179.38,1
C1010534882,1,4896179.38,1
C327601402,1,4895343.33,1
C1708120011,1,4895343.33,1
C1893385934,1,4892226.25,1
C1438698807,1,4892226.25,1
C891140444,1,4892193.09,1
C288685482,1,4886423.05,1
C1725513942,1,4886423.05,1
C346707940,1,4863106.47,1
C2072616549,1,4863106.47,1
C1373089977,1,4841332.26,1
C1309662059,1,4841332.26,1
C1925322228,1,4830219.15,1
C73237279,1,4815187.09,1
C2093303821,1,4815187.09,1
C350442116,1,4758180.79,1
C1253561836,1,4758180.79,1
C320991755,1,4738282.28,1
C1200872138,1,4738282.28,1
C547279990,1,4737833.35,1
C1565281210,1,4737833.35,1
C66224368,1,4731371.88,1
C1561724492,1,4731371.88,1
C318179364,1,4720554.95,1
C1860004180,1,4720554.95,1
C34938557,1,4716307.48,1
C1424729422,1,4716307.48,1
C68101846,1,4713935.64,1
C62464448,1,4713935.64,1
C2144586539,1,4690769.98,1
C1603347069,1,4690769.98,1
C947826109,1,4677358.76,1
C725544013,1,4677358.76,1
C378592593,1,4672401.04,1
C1917884973,1,4672401.04,1
C900711437,1,4644693.12,1
C580926195,1,4644693.12,1
C1673286866,1,4640633.37,1
C1372520966,1,4640633.37,1
C434503423,1,4631432.03,1
C329899379,1,4631432.03,1
C280556441,1,4626269.69,1
C1824172019,1,4626269.69,1
C158509882,1,4623764.68,1
C1546968291,1,4623764.68,1
C1846115729,1,4602636.68,1
C1700286607,1,4602636.68,1
C99418495,1,4598089.88,1
C1079679103,1,4598089.88,1
C14138104,2,4597314.28,2
C877334652,1,4589441.44,1
C2103550727,1,4589441.44,1
C910594371,1,4582074.51,1
C2088124795,1,4582074.51,1
C418157803,1,4574246.75,1
C217088344,1,4574246.75,1
C560881857,1,4559921.56,1
C1331350711,1,4559921.56,1
C49397017,1,4553004.39,1
C1139368675,1,4553004.39,1
C1086076552,1,4531343.47,1
C1069720,1,4531343.47,1
C725918022,1,4526748.52,1
C360497591,1,4526748.52,1
C1970845004,1,4525901.25,1
C1783675813,1,4525901.25,1
C1978376659,1,4505012.56,1
C1848485369,1,4505012.56,1
C459252114,1,4483868.79,1
C366674827,1,4483868.79,1
C1133721990,1,4481768.26,1
C1077224856,1,4481768.26,1
C916277817,1,4480592.14,1
C354729462,1,4480592.14,1
C791106926,1,4454632.3,1
C1185406486,1,4454632.3,1
C988553635,1,4452001.07,1
C428749233,1,4452001.07,1
C377165949,1,4448598.93,1
C1401702546,1,4448598.93,1
C246500623,1,4445514.2,1
C126759793,1,4445514.2,1
C672316377,1,4438931.81,1
C2071706455,1,4438931.81,1
C690378183,1,4417191.86,1
C558432551,1,4417191.86,1
C470122126,1,4400457.84,1
C1968032236,1,4400457.84,1
C397644656,1,4375931.29,1
C1539861914,1,4375931.29,1
C736141903,1,4364760.42,1
C1421637972,1,4364760.42,1
C96592525,1,4354175.33,1
C817583819,1,4354175.33,1
C1903233179,1,4342582.37,1
C1219260366,1,4342582.37,1
C1767092108,1,4339822.23,1
C150352911,1,4339822.23,1
C1360905880,1,4309298.47,1
C1015754309,1,4309298.47,1
C1981314185,1,4294676.05,1
C1490211524,1,4294676.05,1
C1758624073,1,4262592.28,1
C1673497915,1,4262592.28,1
C1701205427,1,4257337.62,1
C1017016927,1,4257337.62,1
C590057207,1,4252656.95,1
C1104137869,1,4252656.95,1
C1082242132,1,4243468.19,1
C1079262309,1,4243468.19,1
C848830970,1,4222595.06,1
C488060391,1,4222595.06,1
C1786445505,1,4212682.84,1
C1265391231,1,4212682.84,1
C1907708290,1,4177467.46,1
C1559513408,1,4177467.46,1
C460771007,1,4162555.99,1
C1753867292,1,4162555.99,1
C94243065,1,4160888.06,1
C619527902,1,4160888.06,1
C357948041,1,4152987.1,1
C1248241557,1,4152987.1,1
C1983304819,1,4152435.91,1
C1391783413,1,4152435.91,1
C205094205,1,4135944.29,1
C2115142048,1,4130371.73,1
C1429996969,1,4130371.73,1
C2040628937,1,4129482.96,1
C1025216993,1,4129482.96,1
C72348796,1,4128853.75,1
C648717098,1,4128853.75,1
C719125515,1,4121986.59,1
C2135931580,1,4121986.59,1
C878693982,1,4104942.7,1
C1700021809,1,4104942.7,1
C358568461,1,4099382.36,1
C1426227397,1,4099382.36,1
C299514580,1,4075956.58,1
C251525429,1,4075956.58,1
C593736656,1,4032691.34,1
