nameOrig,fraud_txn_count,fraud_amount,unique_receivers
C1981814103,1,10000000.0,1
C1979558927,1,10000000.0,1
C1979114980,1,10000000.0,1
C1952386173,1,10000000.0,1
C1945606464,1,10000000.0,1
C1936484732,1,10000000.0,1
C1930318116,1,10000000.0,1
C1926590870,1,10000000.0,1
C1919400809,1,10000000.0,1
C19004745,1,10000000.0,1
C1896858408,1,10000000.0,1
C1891630790,1,10000000.0,1
C1889901787,1,10000000.0,1
C1879989290,1,10000000.0,1
C1877358148,1,10000000.0,1
C1874951604,1,10000000.0,1
C1868631555,1,10000000.0,1
C1855594531,1,10000000.0,1
C1853514800,1,10000000.0,1
C1849235881,1,10000000.0,1
C1843531771,1,10000000.0,1
C1842402025,1,10000000.0,1
C1817868641,1,10000000.0,1
C1814200711,1,10000000.0,1
C1807237119,1,10000000.0,1
C1802427135,1,10000000.0,1
C180127057,1,10000000.0,1
C1800046297,1,10000000.0,1
C1799904347,1,10000000.0,1
C179802055,1,10000000.0,1
C1795726585,1,10000000.0,1
C179123496,1,10000000.0,1
C1790414268,1,10000000.0,1
C1790027985,1,10000000.0,1
C1764331146,1,10000000.0,1
C1756917426,1,10000000.0,1
C1751546135,1,10000000.0,1
C1749184895,1,10000000.0,1
C1734365365,1,10000000.0,1
C1729268548,1,10000000.0,1
C1723333662,1,10000000.0,1
C1721880478,1,10000000.0,1
C1713766678,1,10000000.0,1
C1709472240,1,10000000.0,1
C1700232450,1,10000000.0,1
C1693784348,1,10000000.0,1
C1677039996,1,10000000.0,1
C1668034607,1,10000000.0,1
C1666917384,1,10000000.0,1
C1660275627,1,10000000.0,1
C165107915,1,10000000.0,1
C1647199421,1,10000000.0,1
C1619838170,1,10000000.0,1
C1612182760,1,10000000.0,1
C1607380762,1,10000000.0,1
C1596180537,1,10000000.0,1
C1583037289,1,10000000.0,1
C1577486244,1,10000000.0,1
C1577276514,1,10000000.0,1
C1577275521,1,10000000.0,1
C1562962865,1,10000000.0,1
C1559534298,1,10000000.0,1
C1552522980,1,10000000.0,1
C1551381510,1,10000000.0,1
C1531278091,1,10000000.0,1
C1530285171,1,10000000.0,1
C1519426085,1,10000000.0,1
C1507276112,1,10000000.0,1
C150617765,1,10000000.0,1
C1505056771,1,10000000.0,1
C1499124218,1,10000000.0,1
C14856404,1,10000000.0,1
C1474911553,1,10000000.0,1
C1460810398,1,10000000.0,1
C1440908860,1,10000000.0,1
C1439740840,1,10000000.0,1
C1438388258,1,10000000.0,1
C14368419,1,10000000.0,1
C1421664654,1,10000000.0,1
C1396564541,1,10000000.0,1
C1386014813,1,10000000.0,1
C138482312,1,10000000.0,1
C1381373082,1,10000000.0,1
C1351320610,1,10000000.0,1
C1348396248,1,10000000.0,1
C1321526330,1,10000000.0,1
C131420902,1,10000000.0,1
C131412689,1,10000000.0,1
C130070267,1,10000000.0,1
C1299526002,1,10000000.0,1
C1295280435,1,10000000.0,1
C1291955358,1,10000000.0,1
C1278796725,1,10000000.0,1
C1277761503,1,10000000.0,1
C1274910960,1,10000000.0,1
C1274141620,1,10000000.0,1
C127338416,1,10000000.0,1
C1255348086,1,10000000.0,1
C1251439451,1,10000000.0,1
C124022062,1,10000000.0,1
C1237313447,1,10000000.0,1
C122340101,1,10000000.0,1
C1214015158,1,10000000.0,1
C1208192074,1,10000000.0,1
C1198427314,1,10000000.0,1
C1186192171,1,10000000.0,1
C1180822515,1,10000000.0,1
C1179529142,1,10000000.0,1
C1178177971,1,10000000.0,1
C1174163617,1,10000000.0,1
C1162717928,1,10000000.0,1
C1131684691,1,10000000.0,1
C1122738410,1,10000000.0,1
C1111699947,1,10000000.0,1
C1110953726,1,10000000.0,1
C1102554601,1,10000000.0,1
C1096385925,1,10000000.0,1
C108630257,1,10000000.0,1
C1086171385,1,10000000.0,1
C1079335762,1,10000000.0,1
C1074619527,1,10000000.0,1
C1066838925,1,10000000.0,1
C1058583308,1,10000000.0,1
C1057439889,1,10000000.0,1
C1049094143,1,10000000.0,1
C1046281837,1,10000000.0,1
C1045409609,1,10000000.0,1
C1041060645,1,10000000.0,1
C1036572575,1,10000000.0,1
C1028530067,1,10000000.0,1
C1016892734,1,10000000.0,1
C1014298205,1,10000000.0,1
C1004068843,1,10000000.0,1
C887830623,1,9996886.64,1
C429282035,1,9996886.64,1
C840795008,1,9977761.05,1
C154757729,1,9977761.05,1
C427148786,1,9960382.4,1
C1041938819,1,9960382.4,1
C1548903046,1,9887819.06,1
C1071702423,1,9887819.06,1
C887693253,1,9811104.49,1
C1983750370,1,9811104.49,1
C417981063,1,9772559.35,1
C1597398625,1,9772559.35,1
C1139926828,1,9749042.95,1
C1040320190,1,9749042.95,1
C792281006,1,9725837.08,1
C2078773097,1,9725837.08,1
C560583390,1,9639524.7,1
C1490771263,1,9639524.7,1
C167488694,1,9639052.83,1
C1452214555,1,9639052.83,1
C1463520187,1,9593838.63,1
C1050497545,1,9593838.63,1
C452586515,1,9585040.37,1
C554608123,1,9468064.05,1
C1372628002,1,9468064.05,1
C91276418,1,9465988.82,1
C851016578,1,9465988.82,1
C1433301955,1,9453680.72,1
C1185250980,1,9453680.72,1
C644898293,1,9421856.87,1
C476581036,1,9421856.87,1
C399518124,1,9345700.07,1
C1453976647,1,9345700.07,1
C2143419144,1,9301213.46,1
C149938639,1,9301213.46,1
C350993487,1,9299230.13,1
C1363018209,1,9299230.13,1
C918631268,1,9295454.24,1
C1216463302,1,9295454.24,1
C920327149,1,9228514.1,1
C616477106,1,9228514.1,1
C1490382663,1,9208368.83,1
C1256410677,1,9208368.83,1
C1938563375,1,9198459.96,1
C1904629487,1,9198459.96,1
C2104655508,1,9168747.51,1
C183711980,1,9168747.51,1
C400087132,1,9110884.44,1
C1402670582,1,9110884.44,1
C622303175,1,9097679.75,1
C413853456,1,9097679.75,1
C896720879,1,9060955.18,1
C1360689528,1,9060955.18,1
C378412722,1,9039246.82,1
C1074348771,1,9039246.82,1
C798979222,1,9033760.73,1
C1698261280,1,9033760.73,1
C76442447,1,8994286.69,1
C180006321,1,8994286.69,1
C549493431,1,8991625.83,1
C1466563113,1,8991625.83,1
C822799769,1,8980853.88,1
C741504749,1,8980853.88,1
C780587384,1,8950011.46,1
C1495344095,1,8950011.46,1
C849209216,1,8931607.89,1
C1230337572,1,8931607.89,1
C1634206825,1,8931550.69,1
C1123250480,1,8931550.69,1
C406938681,1,8924971.59,1
C1227042704,1,8924971.59,1
C748275134,1,8813323.11,1
C1044721452,1,8813323.11,1
C1917836086,1,8775594.43,1
C131527035,1,8775594.43,1
C333838421,1,8752000.36,1
C1514794775,1,8752000.36,1
C1590395791,1,8730600.58,1
C1419011226,1,8730600.58,1
C582011779,1,8720558.46,1
C34841317,1,8720558.46,1
C546277701,1,8607089.62,1
C432288416,1,8607089.62,1
C377226285,1,8594499.99,1
C1414061418,1,8594499.99,1
C1801750044,1,8594065.09,1
C1456711816,1,8594065.09,1
C495266984,1,8589704.49,1
C1961162790,1,8589704.49,1
C985677650,1,8537861.24,1
C601921404,1,8537861.24,1
C2060464348,1,8536151.16,1
C1712280078,1,8536151.16,1
C2072377567,1,8488865.83,1
C1770565614,1,8488865.83,1
C1824693572,1,8443528.7,1
C1776089845,1,8443528.7,1
C17870584,1,8332002.94,1
C1485613101,1,8332002.94,1
C2016728314,1,8327328.27,1
C1699496065,1,8327328.27,1
C2084166173,1,8317724.27,1
C2079730259,1,8317724.27,1
C1448634544,1,8286342.51,1
C1320375746,1,8286342.51,1
C1880773458,1,8276235.5,1
C1112360108,1,8276235.5,1
C840630111,1,8274020.94,1
C1990417727,1,8274020.94,1
C997276166,1,8267760.5,1
C1847166254,1,8267760.5,1
C364617026,1,8208916.0,1
C135981249,1,8208916.0,1
C2014067956,1,8186519.17,1
C1807376004,1,8186519.17,1
C721676184,1,8142605.46,1
C1210414819,1,8142605.46,1
C397420710,1,8104557.88,1
C2106211047,1,8104557.88,1
C896315472,1,8097183.22,1
C2047670192,1,8097183.22,1
C1191681942,1,8020192.15,1
C1073081182,1,8020192.15,1
C761504463,1,8006429.04,1
C1764648235,1,8006429.04,1
C58219748,1,7983958.34,1
C1199373292,1,7983958.34,1
C2057200986,1,7937954.2,1
C1581001485,1,7937954.2,1
C799015840,1,7809301.98,1
C2147008654,1,7809301.98,1
C843174735,1,7807640.17,1
C501884984,1,7807640.17,1
C1897380922,1,7788725.2,1
C1474481275,1,7788725.2,1
C1751529795,1,7782452.17,1
C1601590561,1,7782452.17,1
C459813446,1,7758036.72,1
C365237849,1,7758036.72,1
C172044102,1,7748802.0,1
C149785547,1,7748802.0,1
C403242634,1,7728992.56,1
C139632487,1,7728992.56,1
C233751269,1,7703574.71,1
C219294261,1,7703574.71,1
C1784092244,1,7696836.35,1
C1641731466,1,7696836.35,1
C2068656014,1,7677120.59,1
C2030295854,1,7677120.59,1
C1744142327,1,7670038.08,1
C1039668554,1,7670038.08,1
C1407135183,1,7620549.14,1
C12024284,1,7620549.14,1
C1672263305,1,7603589.38,1
C1668909596,1,7603589.38,1
C926688459,1,7596886.83,1
C1942950399,1,7596886.83,1
C1538555812,1,7578130.45,1
C1390409394,1,7578130.45,1
C195861117,1,7576324.61,1
C149249593,1,7576324.61,1
C1891733615,1,7567170.36,1
C1215509660,1,7567170.36,1
C983899161,1,7563536.91,1
C584194979,1,7563536.91,1
C937983122,1,7539165.76,1
C64015154,1,7539165.76,1
C319141085,1,7515624.63,1
C1144230283,1,7515624.63,1
C1768255591,1,7513581.46,1
C1185526711,1,7513581.46,1
C99129129,1,7484125.12,1
C1486116303,1,7484125.12,1
C782470219,1,7482670.24,1
C679238677,1,7482670.24,1
C452889653,1,7476725.66,1
C262815390,1,7476725.66,1
C88290164,1,7469051.14,1
C1841900359,1,7469051.14,1
C1952070142,1,7454553.06,1
C1023551084,1,7454553.06,1
C482730402,1,7445820.78,1
C1893971699,1,7445820.78,1
C507311282,1,7442005.19,1
C1517198206,1,7442005.19,1
C211065329,1,7435751.59,1
C1466030331,1,7435751.59,1
C2052842135,1,7428844.46,1
C1805149634,1,7428844.46,1
C2071540456,1,7418265.31,1
C1908904298,1,7418265.31,1
C22695246,1,7365106.76,1
C1043293861,1,7365106.76,1
C551820728,1,7363709.23,1
C1402128249,1,7363709.23,1
C1223916377,1,7335355.57,1
C1102672587,1,7335355.57,1
C1869569059,1,7316255.05,1
C622490191,1,7246962.16,1
C376746330,1,7246962.16,1
C686995087,1,7240965.96,1
C1568587963,1,7240965.96,1
C1855522502,1,7239986.95,1
C116882584,1,7239986.95,1
C578564110,1,7218629.01,1
C426878281,1,7218629.01,1
C470813600,1,7197532.27,1
C1876397453,1,7197532.27,1
C2146618198,1,7196174.56,1
C1906024708,1,7196174.56,1
C1982019124,1,7188425.25,1
C1962597060,1,7188425.25,1
C877157675,1,7169129.94,1
C1016521533,1,7169129.94,1
C2111007650,1,7114590.07,1
C115707854,1,7114590.07,1
C34310706,1,7109453.78,1
C1425726290,1,7109453.78,1
C993318150,1,7108914.22,1
C1494760088,1,7108914.22,1
C973279667,1,7078157.11,1
C151517061,1,7078157.11,1
C884592153,1,7068115.67,1
C740325067,1,7068115.67,1
C1821246962,1,7060216.94,1
C1396053431,1,7060216.94,1
C16402858,1,7044227.89,1
C1419603999,1,7044227.89,1
C321971640,1,7041719.54,1
C295695808,1,7041719.54,1
C384245570,1,6972164.97,1
C1268472825,1,6972164.97,1
C1508375494,1,6961359.11,1
C1493356883,1,6961359.11,1
C1401275229,1,6910926.92,1
C119613068,1,6910926.92,1
C962232328,1,6870369.62,1
C1056784519,1,6870369.62,1
C528343888,1,6856104.02,1
C359146196,1,6856104.02,1
C276220199,1,6721321.33,1
C1914099833,1,6721321.33,1
C76062067,1,6703831.4,1
C1227628504,1,6703831.4,1
C1967421709,1,6695070.79,1
C1895081516,1,6695070.79,1
C1780532253,1,6669495.34,1
C155884105,1,6669495.34,1
C67311634,1,6648389.9,1
C1612816859,1,6648389.9,1
C2030660606,1,6647155.99,1
C146567614,1,6647155.99,1
C356905617,1,6646879.72,1
C2023738276,1,6646879.72,1
C575504528,1,6580427.81,1
C511307813,1,6580427.81,1
C2128461532,1,6575903.12,1
C178762168,1,6575903.12,1
C89412579,1,6558087.93,1
C1050618331,1,6558087.93,1
C1776150191,1,6546019.0,1
C1767197728,1,6546019.0,1
C2078436803,1,6545346.16,1
C1540810051,1,6545346.16,1
C875187668,1,6513531.58,1
C537091000,1,6513531.58,1
C796312778,1,6512846.44,1
C1850890702,1,6512846.44,1
C2083819202,1,6501303.14,1
C1033290326,1,6501303.14,1
C612440112,1,6501296.36,1
C1026263737,1,6501296.36,1
C357275895,1,6498297.7,1
C1720178910,1,6498297.7,1
C370286354,1,6484526.8,1
C2041942844,1,6484526.8,1
C192639055,1,6468916.64,1
C1530429651,1,6468916.64,1
C596249960,1,6426126.34,1
C1681613660,1,6426126.34,1
C355768552,1,6417789.09,1
C14516308,1,6417789.09,1
C1642321508,1,6392800.85,1
C1354536718,1,6392800.85,1
C413383017,1,6377401.2,1
C1366321878,1,6377401.2,1
C523292689,1,6370726.84,1
C303116308,1,6370726.84,1
C270791126,1,6351930.74,1
C1533359448,1,6351930.74,1
C1554473398,1,6324299.91,1
C1187969526,1,6324299.91,1
C1838430036,1,6322399.97,1
C1305559146,1,6322399.97,1
C1529008245,1,6311409.28,1
C1162922333,1,6311409.28,1
C1323638722,1,6302888.93,1
C1224347529,1,6302888.93,1
C1227906023,1,6295010.28,1
C1070365668,1,6295010.28,1
C789526780,1,6274752.67,1
C1756348910,1,6274752.67,1
C1269763321,1,6273660.45,1
C107395739,1,6273660.45,1
C1632129790,1,6262505.91,1
C103717157,1,6262505.91,1
C951549308,1,6250438.78,1
C2029976755,1,6250438.78,1
C855788158,1,6249265.86,1
C435417424,1,6249265.86,1
C334882914,1,6219566.63,1
C1254000350,1,6219566.63,1
C935658927,1,6199009.0,1
C838658203,1,6199009.0,1
C979937832,1,6188772.44,1
C1440649048,1,6188772.44,1
C686187434,1,6188514.81,1
C135832352,1,6188514.81,1
C1985220781,1,6183238.55,1
C1949843837,1,6183238.55,1
C1092840661,1,6174385.48,1
C1025625307,1,6174385.48,1
C1567508562,1,6168077.6,1
C1521066827,1,6168077.6,1
C62391457,1,6106149.52,1
C2033700175,1,6106149.52,1
C944295490,1,6063657.03,1
C1769504839,1,6063657.03,1
C435031066,1,6038051.03,1
C1986822150,1,6038051.03,1
C63391267,1,6029387.26,1
C172131034,1,6029387.26,1
C2134635077,1,5999376.79,1
C1206710867,1,5999376.79,1
C899260948,1,5979556.06,1
C1240594546,1,5979556.06,1
C1892591356,1,5963850.34,1
C1131453044,1,5963850.34,1
C902008507,1,5952739.3,1
C1569009550,1,5952739.3,1
C393546828,1,5926745.36,1
C240557778,1,5926745.36,1
C863943949,1,5912204.0,1
C1709845779,1,5912204.0,1
C1826922858,1,5903457.39,1
C139878018,1,5903457.39,1
C452885423,1,5903046.38,1
C338408648,1,5903046.38,1
C388640141,1,5838803.23,1
C1915645992,1,5838803.23,1
C1906595632,1,5820137.62,1
C13539331,1,5820137.62,1
C229756338,1,5818863.13,1
C1520029619,1,5818863.13,1
C957078136,1,5807351.83,1
C1254740800,1,5807351.83,1
C1770441952,1,5800988.12,1
C1232837961,1,5800988.12,1
C2089796608,1,5777706.65,1
C1812401668,1,5777706.65,1
C533511520,1,5721871.91,1
C1616758519,1,5721871.91,1
C958168241,1,5715004.3,1
C1519833841,1,5715004.3,1
C532793923,1,5689516.13,1
C2094963184,1,5689516.13,1
C992223106,1,5674547.89,1
C1969327890,1,5658123.36,1
C1537861219,1,5658123.36,1
C441240054,1,5656416.95,1
C391508712,1,5656416.95,1
C90885996,1,5652739.69,1
C1605555935,1,5652739.69,1
C770353571,1,5618179.9,1
C1730928931,1,5618179.9,1
C771544520,1,5614246.07,1
C1340929577,1,5614246.07,1
C1455120619,1,5591647.96,1
C1237857283,1,5591647.96,1
C68688915,1,5591414.49,1
C1864175867,1,5591414.49,1
C94269091,1,5566368.02,1
C1308416939,1,5566368.02,1
C505397169,1,5521483.54,1
C1786386487,1,5521483.54,1
C866940482,1,5512595.16,1
C1173792039,1,5512595.16,1
C988536152,1,5494862.93,1
C1802007531,1,5494862.93,1
C806769154,1,5489302.04,1
C123757418,1,5489302.04,1
C478532233,1,5477272.72,1
C1058610480,1,5477272.72,1
C889342614,1,5475018.52,1
C145448061,1,5475018.52,1
C1741031215,1,5469910.99,1
C1540627735,1,5469910.99,1
C250061568,1,5464727.14,1
C1861461304,1,5464727.14,1
C666654362,1,5460002.91,1
C1588880909,1,5460002.91,1
C925348777,1,5455965.86,1
C529879129,1,5455965.86,1
C415854001,1,5429153.98,1
C2027207246,1,5429153.98,1
C9591597,1,5393290.34,1
C1392488521,1,5393290.34,1
C651730161,1,5393228.23,1
C454501295,1,5393228.23,1
C2045535389,1,5388834.64,1
C1888149669,1,5388834.64,1
C46940943,1,5363795.31,1
C1085308330,1,5363795.31,1
C686087807,1,5363594.86,1
C2003297208,1,5363594.86,1
C194251863,1,5338583.38,1
C1913306809,1,5338583.38,1
C622353866,1,5338162.8,1
C1742651298,1,5338162.8,1
C31838536,1,5274773.52,1
C1067759526,1,5274773.52,1
C823324093,1,5245375.3,1
C1652591304,1,5245375.3,1
C1998644906,1,5239429.19,1
C1514931968,1,5239429.19,1
C1564479230,1,5188875.35,1
C1556710652,1,5188875.35,1
C731901376,1,5175876.53,1
C599212256,1,5175876.53,1
C811562034,1,5166728.87,1
C371181257,1,5166728.87,1
C1707763066,1,5166393.44,1
C1354111086,1,5166393.44,1
C41354044,1,5141769.94,1
C404738794,1,5141769.94,1
C226207762,1,5131896.17,1
C2124387698,1,5131896.17,1
C918684226,1,5101855.95,1
C2134692608,1,5101855.95,1
C429020184,1,5096946.74,1
C417066150,1,5096946.74,1
C1987097058,1,5087422.03,1
C1720256828,1,5087422.03,1
C39195818,1,5052211.09,1
C253761308,1,5052211.09,1
C315872853,1,5049594.33,1
C2134666226,1,5049594.33,1
C747186981,1,5044147.53,1
C1739527181,1,5044147.53,1
C60530886,1,5039827.29,1
C125995436,1,5039827.29,1
C253446049,1,5032484.73,1
C1883768704,1,5032484.73,1
C1848562108,1,5021186.54,1
C1520365660,1,5021186.54,1
C60690342,1,5016884.33,1
C1525254623,1,5016884.33,1
C86350927,1,4993938.87,1
C1437493877,1,4993938.87,1
C170364634,1,4961093.21,1
C1283767836,1,4961093.21,1
C740943100,1,4961014.03,1
C1742941865,1,4961014.03,1
C728984460,1,4953893.08,1
C693406382,1,4919642.57,1
C1457431353,1,4919642.57,1
C688119342,1,4900487.15,1
C1615320222,1,4900487.15,1
C1971684490,1,4896179.38,1
C1482401390,1,4896179.38,1
C2003694835,1,4895343.33,1
C1479969874,1,4895343.33,1
C800259537,1,4892226.25,1
C505947737,1,4892226.25,1
C908544136,1,4892193.09,1
C557894266,1,4886423.05,1
C1572906420,1,4886423.05,1
C819607740,1,4863106.47,1
C355787543,1,4863106.47,1
C794947414,1,4841332.26,1
C238987266,1,4841332.26,1
C610088962,1,4830219.15,1
C58626602,1,4830219.15,1
C2087122635,1,4815187.09,1
C2041567241,1,4815187.09,1
C1958197086,1,4758180.79,1
C1927843897,1,4758180.79,1
C751624512,1,4738282.28,1
C1533698204,1,4738282.28,1
C450630495,1,4737833.35,1
C1353278775,1,4737833.35,1
C1671601365,1,4731371.88,1
C1497139417,1,4731371.88,1
C842658651,1,4720554.95,1
C1305598780,1,4720554.95,1
C941946048,1,4716307.48,1
C672433047,1,4716307.48,1
C791079404,1,4713935.64,1
C1800396600,1,4713935.64,1
C43271707,1,4690769.98,1
C1265105517,1,4690769.98,1
C1888264566,1,4677358.76,1
C171367749,1,4677358.76,1
C801580496,1,4672401.04,1
C387122223,1,4672401.04,1
C774814056,1,4644693.12,1
C1906191746,1,4644693.12,1
C2144262905,1,4640633.37,1
C180932654,1,4640633.37,1
C658423698,1,4631432.03,1
C2089741901,1,4631432.03,1
C1985447713,1,4626269.69,1
C1879221342,1,4626269.69,1
C538300910,1,4623764.68,1
C201692865,1,4623764.68,1
C684110102,1,4602636.68,1
C635388534,1,4602636.68,1
C1508043591,1,4598089.88,1
C1115133775,1,4598089.88,1
C397365515,1,4589441.44,1
C1514427330,1,4589441.44,1
C1507497077,1,4582074.51,1
C1151172465,1,4582074.51,1
C441939747,1,4574246.75,1
C1947336797,1,4574246.75,1
C785953522,1,4559921.56,1
C1705309294,1,4559921.56,1
C485487495,1,4553004.39,1
C1987026797,1,4553004.39,1
C1462947577,1,4531343.47,1
C1067203186,1,4531343.47,1
C81587291,1,4526748.52,1
C565197810,1,4526748.52,1
C220187177,1,4525901.25,1
C1633782,1,4525901.25,1
C1899244815,1,4505012.56,1
C1075946907,1,4505012.56,1
C375834345,1,4483868.79,1
C1664723459,1,4483868.79,1
C2074526030,1,4481768.26,1
C1705612559,1,4481768.26,1
C631132881,1,4480592.14,1
C1190439284,1,4480592.14,1
C933443756,1,4454632.3,1
C310812803,1,4454632.3,1
C1510732148,1,4452001.07,1
C1140883229,1,4452001.07,1
C530018040,1,4448598.93,1
C222155538,1,4448598.93,1
C812001868,1,4445514.2,1
C1149729385,1,4445514.2,1
C694579714,1,4438931.81,1
C594373709,1,4438931.81,1
C790582807,1,4417191.86,1
C2061241585,1,4417191.86,1
C1584907362,1,4400457.84,1
C148679503,1,4400457.84,1
C775816840,1,4375931.29,1
C367894534,1,4375931.29,1
C821777202,1,4364760.42,1
C1197632627,1,4364760.42,1
C750241530,1,4354175.33,1
C1296748795,1,4354175.33,1
C978314426,1,4342582.37,1
C1976332867,1,4342582.37,1
C46140680,1,4339822.23,1
C1536280530,1,4339822.23,1
C668700925,1,4309298.47,1
C1906469429,1,4309298.47,1
C975117365,1,4294676.05,1
C525104705,1,4294676.05,1
C261172273,1,4262592.28,1
C1909269068,1,4262592.28,1
C2086367958,1,4257337.62,1
C1677738676,1,4257337.62,1
C799888811,1,4252656.95,1
C1243123662,1,4252656.95,1
C244956323,1,4243468.19,1
C175411270,1,4243468.19,1
C796012531,1,4222595.06,1
C4856718,1,4222595.06,1
C359671277,1,4212682.84,1
C1612893678,1,4212682.84,1
C376454889,1,4177467.46,1
C1493761372,1,4177467.46,1
C877487404,1,4162555.99,1
C1124374325,1,4162555.99,1
C325611904,1,4160888.06,1
C1407865578,1,4160888.06,1
C1273725199,1,4152987.1,1
C1200746478,1,4152987.1,1
C869608189,1,4152435.91,1
C1158527799,1,4152435.91,1
C1964768315,1,4135944.29,1
C1649836304,1,4135944.29,1
C589050166,1,4130371.73,1
C1678282233,1,4130371.73,1
C353183181,1,4129482.96,1
C1021520214,1,4129482.96,1
C2094498681,1,4128853.75,1
C1152970909,1,4128853.75,1
C915028332,1,4121986.59,1
C155774205,1,4121986.59,1
C827588953,1,4104942.7,1
C2019434914,1,4104942.7,1
C934857177,1,4099382.36,1
C371063342,1,4099382.36,1
C799393307,1,4075956.58,1
C1194310018,1,4075956.58,1
C802639228,1,4032691.34,1
C1728211150,1,4032691.34,1
